Source,Target,Weight,total,NoJobs,SIC,SICsector,Postcode
Northern Ireland,Belfast,"49,050","204,142",1,63990,Information And Communication,BT3 9DT
Northern Ireland,Antrim and Newtownabbey,"2,632","5,720",0,31020,Manufacturing,BT41 2RZ
Northern Ireland,"Newry, Mourne and Down","1,200","3,000",0,74100,"Professional, Scientific And Technical Activities",
Northern Ireland,Belfast,"18,290","69,789",0,25620,Manufacturing,BT3 9DJ
Northern Ireland,Mid Ulster,"17,400","217,580",5,32200,"Agriculture, Forestry And Fishing",BT41 3SB
Northern Ireland,Mid Ulster,"12,495","25,500",0,28921,Manufacturing,BT80 9DG
Northern Ireland,Causeway Coast and Glens,"4,000","10,000",0,10130,Manufacturing,BT54 6NP
Great Britain,Antrim and Newtownabbey,"4,000,000","35,800,000",400,62090,Information And Communication,BT36 7LQ
Northern Ireland,"Armagh City, Banbridge and Craigavon","6,000","15,000",0,77120,Administrative And Support Service Activities,BT25 1AA
Northern Ireland,Belfast,"3,675","7,500",0,62020,Information And Communication,BT7 3FR
Northern Ireland,"Armagh City, Banbridge and Craigavon","2,328","4,759",0,77120,Administrative And Support Service Activities,BT25 1AA
Northern Ireland,Lisburn and Castlereagh,"5,000","13,000",0,22290,Manufacturing,BT67 0LZ
Northern Ireland,Mid Ulster,"82,038","258,676",2,31090,Manufacturing,BT80 9LU
Northern Ireland,"Armagh City, Banbridge and Craigavon",0,"123,164",2,10390,Manufacturing,BT62 4ES
Northern Ireland,Causeway Coast and Glens,0,"21,593",0,46330,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,BT44 0SN
Northern Ireland,"Armagh City, Banbridge and Craigavon",0,"1,530,176",18,89200,Mining And Quarrying,BT62 2HL
Northern Ireland,Mid and East Antrim,0,"108,660",4,10130,Manufacturing,BT42 4QJ
Northern Ireland,Ards and North Down,0,"591,798",0,46310,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,BT23 6PT
Northern Ireland,Derry City and Strabane,0,"50,855",5,46310,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,BT47 4EA
Northern Ireland,Belfast,"25,000","65,000",1,59120,Information And Communication,BT17 9RS
Northern Ireland,"Armagh City, Banbridge and Craigavon","24,000","207,040",8,10710,Manufacturing,BT61 8PL
Northern Ireland,Ards and North Down,"15,000","128,000",5,32990,Manufacturing,BT19 7PD
Northern Ireland,Belfast,"49,030","281,741",4,62020,Information And Communication,BT1 2DX
Northern Ireland,Ards and North Down,"8,400","53,000",0,32990,Manufacturing,BT19 7PD
Northern Ireland,Belfast,"3,750","7,500",0,20590,Manufacturing,BT3 9DT
Northern Ireland,Fermanagh and Omagh,"5,000","12,600",0,55209,Accommodation And Food Service Activities,BT93 2BB
Northern Ireland,Belfast,"20,100","171,500",3,62020,Information And Communication,BT7 2JA
Northern Ireland,Belfast,"14,200","174,000",2,80300,Administrative And Support Service Activities,BT1 3DH
Northern Ireland,Derry City and Strabane,"28,668","130,130",3,25990,Manufacturing,BT81 7AN
Northern Ireland,Mid Ulster,"10,500","30,000",0,28920,Manufacturing,BT76 0DZ
United States,Belfast,"9,620","20,914",0,66220,Financial And Insurance Activities,BT1 3LZ
Northern Ireland,Lisburn and Castlereagh,"8,185","16,370",0,32200,Manufacturing,BT16 1QT
Northern Ireland,Derry City and Strabane,"4,950","9,900",0,18130,Manufacturing,BT47 6UQ
Northern Ireland,Belfast,"5,000","10,450",0,85590,Education,BT12 7DU
Northern Ireland,Belfast,"5,000","11,000",0,85590,Education,BT12 7DU
Northern Ireland,"Newry, Mourne and Down","6,860","14,000",0,46380,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,BT34 4AX
Northern Ireland,Causeway Coast and Glens,"3,434","6,868",0,25110,Manufacturing,BT51 4HA
Northern Ireland,Mid and East Antrim,"1,595","3,190",0,32300,Manufacturing,BT38 8SW
Northern Ireland,Ards and North Down,"2,858","8,258",0,89100,Mining And Quarrying,BT22 2NB
Northern Ireland,Belfast,"35,000","180,400",5,43342,Construction,BT17 0AD
Northern Ireland,Derry City and Strabane,"47,198","151,000",2,78101,Administrative And Support Service Activities,BT18 9HU
Northern Ireland,Lisburn and Castlereagh,"8,085","16,500",0,43110,Construction,BT8 8ES
Great Britain,Belfast,"27,876","69,690",3,20120,Manufacturing,BT6 8DP
Northern Ireland,Lisburn and Castlereagh,"3,330","6,660",0,82990,Administrative And Support Service Activities,BT3 9LE
Northern Ireland,"Armagh City, Banbridge and Craigavon","49,632","82,720",0,25110,Manufacturing,BT63 6BU
Northern Ireland,"Armagh City, Banbridge and Craigavon","31,762","48,864",0,62020,Information And Communication,BT25 1AY
Northern Ireland,Belfast,"2,450","5,000",0,14190,Manufacturing,BT12 6RE
Northern Ireland,Mid Ulster,"10,641","17,735",0,29320,Manufacturing,BT71 6LN
Irish Republic,"Armagh City, Banbridge and Craigavon","1,450","2,900",0,28250,Manufacturing,BT60 1HW
Northern Ireland,Belfast,"7,133","14,266",0,78100,Administrative And Support Service Activities,BT12 5JL
Northern Ireland,Belfast,"5,285","10,570",0,70229,"Professional, Scientific And Technical Activities",BT4 2TA
Northern Ireland,Belfast,"21,000","105,000",3,71129,"Professional, Scientific And Technical Activities",BT6 8JP
Northern Ireland,Lisburn and Castlereagh,"2,600","5,200",0,32990,Manufacturing,
Northern Ireland,Mid Ulster,"3,600","7,200",0,29320,Manufacturing,BT71 6LN
Northern Ireland,Lisburn and Castlereagh,"5,745","11,491",0,13300,Manufacturing,BT28 2RB
Northern Ireland,Mid and East Antrim,"13,462","49,911",0,25110,Manufacturing,BT42 3DB
Northern Ireland,Derry City and Strabane,"21,330","50,785",0,28930,Manufacturing,BT48 6JX
Northern Ireland,Causeway Coast and Glens,"6,222","15,555",0,31090,Manufacturing,BT49 9JG
Northern Ireland,Causeway Coast and Glens,"37,699","53,856",0,10390,Manufacturing,BT53 7QN
Northern Ireland,Lisburn and Castlereagh,"1,500","3,000",0,20200,Manufacturing,BT16 1QT
Great Britain,X Outside NI,"7,192","14,385",0,96090,Other Service Activities,EH2 1EL
Northern Ireland,Mid and East Antrim,"1,960","4,000",0,25120,Manufacturing,BT42 3AZ
Northern Ireland,Fermanagh and Omagh,"24,000","48,000",1,55100,Accommodation And Food Service Activities,BT74 6HR
Northern Ireland,"Newry, Mourne and Down","2,000","5,000",0,62010,Information And Communication,
Northern Ireland,"Armagh City, Banbridge and Craigavon","21,000","102,000",3,22290,Manufacturing,BT60 1PW
Northern Ireland,Antrim and Newtownabbey,"3,450","9,399",0,14190,Manufacturing,BT36 4FD
Northern Ireland,Ards and North Down,"5,000","12,500",0,46360,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,
Northern Ireland,"Armagh City, Banbridge and Craigavon","44,068","110,170",2,10710,Manufacturing,BT25 1NT
Northern Ireland,"Armagh City, Banbridge and Craigavon","2,250","4,500",0,11030,Manufacturing,BT62 4EX
Northern Ireland,"Armagh City, Banbridge and Craigavon","28,000","134,306",4,28210,Manufacturing,BT66 7PW
Northern Ireland,Mid and East Antrim,"23,352","58,380",0,31010,Manufacturing,BT38 8GX
Northern Ireland,Derry City and Strabane,"41,305","82,610",0,59113,Information And Communication,BT48 6PW
Brazil,"Armagh City, Banbridge and Craigavon","49,380","192,180",0,10120,Manufacturing,BT63 5QE
Northern Ireland,Belfast,"10,000","21,200",0,71111,"Professional, Scientific And Technical Activities",BT1 2LD
Northern Ireland,Belfast,"45,054","100,120",0,32300,Manufacturing,BT3 9DT
Northern Ireland,Lisburn and Castlereagh,"25,839","57,420",0,13960,Manufacturing,BT28 2EU
Northern Ireland,Antrim and Newtownabbey,"5,177","10,354",0,70229,"Professional, Scientific And Technical Activities",BT12 7DU
Northern Ireland,Belfast,"575,000","3,975,000",50,62012,Information And Communication,BT3 9DT
Northern Ireland,Mid Ulster,"614,000","3,312,528",50,28921,Manufacturing,BT80 9DG
Northern Ireland,Belfast,"2,000","4,000",0,62012,Information And Communication,BT14 8AD
Northern Ireland,Fermanagh and Omagh,"25,000","103,218",0,47190,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,BT92 0JH
Northern Ireland,Lisburn and Castlereagh,"8,065","24,883",0,84250,Public Administration And Defence; Compulsory Social Security,BT26 6DX
Northern Ireland,Ards and North Down,"10,000","26,120",0,74200,"Professional, Scientific And Technical Activities",BT18 9HW
Northern Ireland,Mid and East Antrim,"3,600","7,200",0,25620,Manufacturing,BT42 3HB
Northern Ireland,Fermanagh and Omagh,"93,064","333,160",12,16290,Manufacturing,BT78 5EJ
Northern Ireland,Derry City and Strabane,"3,210","6,420",0,10840,Manufacturing,BT82 9FR
Northern Ireland,Belfast,"1,238","2,475",0,10200,Manufacturing,BT13 2JR
Northern Ireland,Antrim and Newtownabbey,"1,500","3,000",0,62010,Information And Communication,BT41 2RU
Northern Ireland,Lisburn and Castlereagh,"3,200","6,400",0,63110,Information And Communication,BT8 7QN
Northern Ireland,"Newry, Mourne and Down","1,800","3,600",0,28220,Manufacturing,BT35 6QH
Northern Ireland,Belfast,"3,200","6,400",0,63990,Information And Communication,BT3 9DT
Northern Ireland,Derry City and Strabane,"10,000","80,000",1,80200,Administrative And Support Service Activities,BT47 6AP
Northern Ireland,"Armagh City, Banbridge and Craigavon","9,400","23,500",1,28220,Manufacturing,BT67 9JD
Northern Ireland,Fermanagh and Omagh,"1,150","2,300",0,81229,Administrative And Support Service Activities,BT94 3NB
Northern Ireland,Fermanagh and Omagh,"180,000","1,000,000",20,42990,Construction,
Northern Ireland,Belfast,"1,000","9,000",1,47990,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Mid and East Antrim,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Mid and East Antrim,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Causeway Coast and Glens,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Sweden,Mid Ulster,"35,823","143,292",0,28923,Manufacturing,BT70 2HW
Northern Ireland,Lisburn and Castlereagh,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Mid Ulster,"15,000","36,000",0,23610,Manufacturing,BT41 3SE
Northern Ireland,Derry City and Strabane,"5,000","11,500",0,85590,Education,BT48 7TG
Northern Ireland,Mid Ulster,"36,640","91,600",0,23610,Manufacturing,BT71 5BD
Northern Ireland,Ards and North Down,"96,000","1,015,000",10,25990,Manufacturing,BT3 9DT
Northern Ireland,Belfast,"1,450","2,900",0,62020,Information And Communication,BT1 6JH
Northern Ireland,Ards and North Down,"13,200","33,000",1,25610,Manufacturing,BT23 4SG
Northern Ireland,"Armagh City, Banbridge and Craigavon","15,693","48,552",0,23700,Manufacturing,BT61 7NP
Northern Ireland,Mid Ulster,"40,012","110,514",0,32990,Manufacturing,BT80 9LU
Irish Republic,"Armagh City, Banbridge and Craigavon","49,000","229,370",7,28250,Manufacturing,BT60 1HW
Northern Ireland,,"25,000","50,000",0,47749,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,
Great Britain,Lisburn and Castlereagh,"4,000","8,000",0,41201,Construction,BT28 2NT
Northern Ireland,Causeway Coast and Glens,"1,925","3,850",0,25620,Manufacturing,BT51 5TE
Northern Ireland,Mid Ulster,820,"1,640",0,74100,"Professional, Scientific And Technical Activities",
Northern Ireland,Antrim and Newtownabbey,"35,000","176,000",5,63990,Information And Communication,BT41 4LY
Northern Ireland,Mid Ulster,"1,690","3,380",0,22230,Manufacturing,BT45 5EG
United States,Ards and North Down,"49,612","210,450",0,28131,Manufacturing,BT19 7TA
Northern Ireland,"Armagh City, Banbridge and Craigavon","2,500","5,000",0,25110,Manufacturing,BT63 6BU
Northern Ireland,"Armagh City, Banbridge and Craigavon","22,000","127,000",0,28210,Manufacturing,BT66 7PW
Northern Ireland,Mid Ulster,"36,778","49,037",0,28302,Manufacturing,BT45 8LQ
Northern Ireland,Antrim and Newtownabbey,"10,000","25,000",0,74909,"Professional, Scientific And Technical Activities",BT37 0QB
Northern Ireland,Fermanagh and Omagh,"20,000","108,600",2,47910,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,BT79 7AQ
Northern Ireland,Antrim and Newtownabbey,"30,018","98,535",0,27520,Manufacturing,BT41 4NN
Northern Ireland,Causeway Coast and Glens,"1,312","2,625",0,25110,Manufacturing,BT51 4HA
Northern Ireland,Belfast,"13,936","34,840",1,18140,Manufacturing,BT13 2EZ
Northern Ireland,Belfast,"7,500","18,660",0,32400,Manufacturing,BT2 8HD
Northern Ireland,"Armagh City, Banbridge and Craigavon","48,568","121,420",0,62012,Information And Communication,BT67 0LH
Northern Ireland,Derry City and Strabane,"27,000","153,480",3,43220,Construction,BT78 4ED
Northern Ireland,Derry City and Strabane,"16,800","42,000",1,17219,Manufacturing,BT48 0LU
Northern Ireland,Fermanagh and Omagh,800,"1,600",0,16290,Manufacturing,BT78 5EJ
Northern Ireland,Ards and North Down,"3,676","9,190",0,82990,Administrative And Support Service Activities,BT20 4QF
Northern Ireland,"Armagh City, Banbridge and Craigavon","35,000","237,000",5,25110,Manufacturing,BT25 1DL
Northern Ireland,Ards and North Down,"2,990","34,580",0,10840,Manufacturing,BT20 5AZ
Northern Ireland,Belfast,"14,700","30,000",0,62020,Information And Communication,BT3 9DT
Northern Ireland,Causeway Coast and Glens,"7,000","34,000",1,70229,"Professional, Scientific And Technical Activities",BT54 6LG
Northern Ireland,Belfast,"1,395","2,790",0,10130,Manufacturing,BT4 3ET
Northern Ireland,Lisburn and Castlereagh,"2,900","5,800",0,77210,Administrative And Support Service Activities,BT26 6LN
Northern Ireland,Belfast,"3,330","8,079",0,70229,"Professional, Scientific And Technical Activities",BT18 9AU
Northern Ireland,Mid Ulster,"5,520","11,040",0,43290,Construction,BT45 6BB
Northern Ireland,Belfast,"10,000","27,885",0,30300,Manufacturing,BT35 8XF
Northern Ireland,Belfast,"4,880","29,200",0,43342,Construction,BT17 0AD
Northern Ireland,"Newry, Mourne and Down","47,156","134,540",0,31090,Manufacturing,BT34 2QU
Northern Ireland,Ards and North Down,"32,375","92,500",0,46310,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,BT23 6PT
Northern Ireland,Ards and North Down,"216,876","782,919",15,11010,Manufacturing,BT22 1AJ
Northern Ireland,Mid and East Antrim,"4,800","12,000",0,38320,"Water Supply; Sewerage, Waste Management And Remediation Activities",BT44 8NQ
Northern Ireland,Antrim and Newtownabbey,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,"Armagh City, Banbridge and Craigavon","1,000","18,000",2,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,"Armagh City, Banbridge and Craigavon","1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,980,"2,000",0,55100,Accommodation And Food Service Activities,BT47 3PA
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Mid Ulster,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Fermanagh and Omagh,"1,000","9,000",1,96090,Other Service Activities,BT79 7GS
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,"Armagh City, Banbridge and Craigavon","1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,"Armagh City, Banbridge and Craigavon","1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,"Armagh City, Banbridge and Craigavon","1,000","9,000",1,96090,Other Service Activities,
